Flight_ID,Airline,Source,Destination,Departure_Date,Departure_Time,Arrival_Time,Duration,Total_Stops,Distance_km,Travel_Class,Days_Before_Departure,Season,Weekday,Aircraft_Type,Booking_Channel,Passenger_Count,Price
FL181541,British Airways,Goa Airport,London,2026-10-09,1:25 PM,00:19,10h 54m,0,8118.3,Economy,96,Autumn,Friday,,,1,66514.91
FL185651,,Bangalore,New York,2025-05-02,,19:16,1186 min,1 stop,13857.0,Premium Economy,2,Summer,Friday,Boeing 777,Travel Agent,4,200000
FL101825,Lufthansa,Chennai,Doha,2025-09-21,6:40 AM,1:10 PM,6h 31m,1,3398.2 km,Business,42,Monsoon,Sunday,Airbus A350,Website,4,81292.72
FL120149,Lufthansa,Bangalore,DOH,2026-12-17,07:00,11:38 AM,4h 38m,0,3225.2,Economy,30,Winter,Thursday,Airbus A350,Third-Party,5,"Rs. 48,129.72"
FL107445,British Airways,Sydney,Jaipur,2026-12-01,3:40 PM,06:49,15h 10m,1 stop,10548.2,Economy,29,Winter,Tuesday,Boeing 777,Travel Agent,3,
FL179145,,Frankfurt,Singapore,2025-01-26,00:05,14:30,14h 25m,non-stop,10860.8,Economy,9,Winter,Sunday,Boeing 777,Mobile App,2,200000
FL153177,GoFirst,Delhi Airport,Hyderabad,2025-03-05,20:30,,3h 43m,1 stop,1297.5,Economy,1,Summer,Wednesday,Airbus A320,Website,1,
FL126344,INDIGO,Jaipur Airport,Goa Airport,2026-11-28,12:10,14:25,,0,1369.6,Economy,27,Autumn,Saturday,ATR 72,Mobile App,1,9161.58
FL135617,Singapore Airlines,BLR,Dubai,2025-09-19,,4:08 AM,5h 03m,1,2739.2,Economy,168,Monsoon,Friday,Boeing 787 Dreamliner,Website,3,23370.09
FL135004,British Airways,Mumbai,Frankfurt,2025-02-13,9:05 AM,6:13 PM,548 min,0,6736.3,Economy,9,,Thursday,Airbus A350,Mobile App,2,71622.86
FL123761,SpiceJet,Chennai,Goa,2025-06-07,3:20 AM,04:48,1h 28m,0,755.4,Premium Economy,81,,Saturday,Boeing 737,Airport Counter,2,3512.46
FL150723,GoFirst,Hyderabad,Delhi,2026-06-18,3:15 AM,05:23,2h 08m,,1280.0,Economy,8,,Thursday,Airbus A320,Website,1,8122.03
FL128132,SpiceJet,Chennai,Jaipur,2026-01-28,9:40 PM,03:01,5h 22m,2 stops,1657.0,Economy,7,Winter,Wednesday,Airbus A320,Mobile App,2,10287.6
FL115191,Vistara,DOH,Dubai,2025-12-10,05:45,8:14 AM,2.50,1,383.4,Business,174,Winter,Wednesday,Boeing 787 Dreamliner,Mobile App,2,"Rs. 15,000.00"
FL156363,SpiceJet,Jaipur,Bangalore,2026-09-06,2:35 PM,18:54,4.32,1 stop,1664.1,Economy,,Monsoon,Sunday,Airbus A320,Mobile App,3,
FL167852,Singapore Airlines,New York,Kolkata,2025-08-12,09:40,4:37 AM,,1,,Economy,6,Monsoon,Tuesday,Boeing 787 Dreamliner,Website,1,157222.93
FL168700,Lufthansa,Pune,Bangkok,2026-01-28,04:25,8:49 AM,4h 24m,non-stop,3042.2,Premium Economy,21,Winter,Wednesday,,Mobile App,,76607.48
FL129864,GoFirst,Jaipur Airport,Kolkata,2026-05-29,10:25 AM,14:23,,1 stop,1371.4,First,2,Summer,Friday,Airbus A321,Travel Agent,1,25000
FL136969,Lufthansa,Bangalore Airport,Bangkok,2025-07-24,,18:04,3h 55m,non-stop,2661.1,Economy,,Monsoon,Thursday,Airbus A380,Mobile App,2,31523.98
FL173892,Qatar Airways,Bangalore,Sydney,2026-11-10,11:30 PM,12:46,13h 16m,non-stop,9962.8,Business,10,Autumn,Tuesday,,Third-Party,2,200000
FL189001,British Airways,Singapore,BLR,2025-08-15,05:50,12:53 PM,7h 04m,2,3377.3,Premium Economy,92,Monsoon,Friday,Airbus A380,Website,2,
FL155088,singapore airlines,Frankfurt Airport,Bangkok,2025-04-24,13:30,02:04,12.58,non-stop,9421.1,Economy,,Summer,Thursday,Boeing 787 Dreamliner,Mobile App,2,200000
FL108096,Qatar Airways,Singapore Airport,,2025-01-20,3:55 PM,,,1,3098.9,Economy,17,,Monday,Airbus A350,Travel Agent,6,23961.3
FL164659,Lufthansa,Hyderabad,London,2025-06-06,,,10.69,0,7944.5,Economy,0,Monsoon,Friday,Boeing 777,Website,,115841.18
FL101585,Lufthansa,Frankfurt Airport,Bangalore,2026-11-23,16:45,03:22,10h 37m,non-stop,7896.6,Economy,165,Autumn,Monday,Boeing 787 Dreamliner,Website,3,51434.64
FL168788,AIR INDIA,Sydney,Mumbai Airport,2026-08-05,2:35 PM,06:18,15h 43m,2,10299.9,Economy,158,Monsoon,Wednesday,Boeing 777,Mobile App,3,66835.71
FL195407,Air India,HYD,Kolkata,2025-08-02,22:55,02:41,3h 46m,1,1191.0,Economy,14,Monsoon,Saturday,ATR 72,Travel Agent,3,8312.21
FL108074,ETIHAD AIRWAYS,,Ahmedabad,2026-07-10,22:40,01:58,198 min,0,2186.0,Economy,31,Monsoon,Friday,Airbus A350,Website,2,23362.35
FL174824,SpiceJet,Ahmedabad,BLR,2026-11-07,20:10,22:20,2.18,non-stop,1309.7,Economy,,Autumn,Saturday,Airbus A320,Mobile App,6,12964.4
FL195814,Thai Airways,Singapore,Bangkok,2025-12-22,7:05 PM,10:37 PM,3h 32m,1,1492.3,Economy,10,Winter,Monday,Boeing 777,Travel Agent,5,15000
FL105558,Indigo,Jaipur Airport,,,3:30 PM,19:02,212 min,1 stop,,Economy,112,Summer,Wednesday,,Mobile App,2,4491.33
FL177725,SpiceJet,Jaipur Airport,,2025-09-30,06:55,9:31 AM,2h 36m,non-stop,1640.7,Business,,Monsoon,Tuesday,ATR 72,Mobile App,3,25000
FL107173,Qatar Airways,Kolkata,SIN,2026-07-20,12:45,19:02,6h 18m,1,3120.1,Economy,15,Monsoon,Monday,Airbus A380,Mobile App,2,20938.94
FL194283,British Airways,Chennai,Bangkok,2026-11-05,01:10,6:02 AM,4.87,1,2316.4,Economy,4,Autumn,Thursday,Boeing 777,Website,1,25064.81
FL186175,Etihad Airways,,New York Airport,2026-10-05,9:30 PM,06:20,8h 51m,non-stop,6506.8,Business,44,,,Airbus A320,Website,1,197278.15
FL165064,British Airways,Dubai Airport,Pune,2026-02-13,3:10 PM,19:43,4h 33m,1 stop,2084.1,Economy,169,Winter,Friday,,Travel Agent,3,16177.46
FL114742,British Airways,Dubai,Ahmedabad,2026-06-26,11:25 PM,02:18,2.89,0,1868.0,Economy,66,Monsoon,Friday,Airbus A320,Third-Party,1,
FL144335,Singapore Airlines,Kolkata,Dubai,2025-03-04,9:05 PM,1:55 AM,4h 51m,0,3388.4,First,146,Summer,Tuesday,Airbus A380,Travel Agent,2,200000
FL146235,Qatar Airways,BLR,Singapore,2026-04-29,17:50,23:32,5h 42m,1,3245.6,Economy,1,Summer,Wednesday,Airbus A380,Mobile App,1,50359.11
FL156468,Vistara,Kolkata,Hyderabad,2025-05-21,5:20 PM,20:43,203 min,1,1257.4,Economy,8,Summer,Wednesday,Boeing 737,Mobile App,2,9417.84
FL162812,Singapore Airlines,Hyderabad,Singapore,2026-04-26,10:25,3:27 PM,5h 02m,non-stop,3537.3,Economy,32,Summer,Sunday,Airbus A350,Mobile App,2,47251.18
FL188152,,Dubai Airport,Hyderabad,2026-12-19,19:40,02:29,409 min,2,2724.9,Economy,5,Winter,Saturday,Airbus A320,Website,1,20507.91
FL135023,Etihad Airways,Jaipur Airport,London,2025-01-11,23:30,08:51,9.37,0,6915.2,First,20,Winter,,Airbus A350,Website,2,200000
FL160479,gofirst,,Jaipur,2025-02-12,22:45,02:37,3h 52m,1 stop,1697.7,,23,Winter,Wednesday,Airbus A321,Travel Agent,4,7328.96
FL159755,Thai Airways,Chennai,London Airport,2026-10-15,13:10,01:58,769 min,1,8613.7,Premium Economy,26,Autumn,Thursday,Boeing 777,Website,2,
FL190801,Vistara,BOM,Goa,2026-07-31,6:35 PM,7:38 PM,1.06,non-stop,438.6,Economy,135,Monsoon,Friday,ATR 72,Travel Agent,2,2347.14
FL152324,Thai Airways,Ahmedabad,Singapore Airport,2026-06-22,10:15 PM,4:06 AM,5h 52m,0,,Economy,0,Monsoon,Monday,Boeing 777,Travel Agent,6,64712.68
FL145426,Singapore Airlines,Bangkok,Hyderabad,2026-03-11,19:00,22:36,3.61,,2425.8,,26,Summer,Wednesday,Airbus A380,Website,1,31737.42
FL110721,Emirates,Doha,Kolkata,2025-12-19,3:50 AM,09:18,5.48,0,3882.7,Premium Economy,34,Winter,Friday,Boeing 787 Dreamliner,Mobile App,4,59097.56
FL188650,ETIHAD AIRWAYS,Pune,Doha,2026-03-21,19:15,23:01,3h 46m,0,2552.8 km,Economy,45,Summer,Saturday,Airbus A320,Mobile App,1,35490.29
FL138151,,Mumbai,Kolkata Airport,2026-02-28,10:40 AM,14:50,251 min,1,1669.8,Economy,8,Winter,Saturday,Boeing 737,Travel Agent,1,13741.54
FL180237,,Goa,Ahmedabad,2026-07-24,20:30,,1h 39m,non-stop,891.2,Economy,149,Monsoon,,Airbus A320,Third-Party,3,3424.7
FL143057,British Airways,Dubai,Singapore Airport,2025-09-03,3:50 AM,13:27,9h 37m,1,6216.2,,161,Monsoon,Wednesday,Airbus A320,Website,2,52341.34
FL185221,Air India,Bangalore,Mumbai,2026-12-30,20:45,12:53 AM,4h 09m,2 stops,,Economy,113,Winter,Wednesday,Airbus A320,,1,"Rs. 4,654.77"
FL128924,British Airways,Kolkata,New York,2026-03-28,,16:06,1111 min,1 stop,13195.2,Economy,44,Summer,,Airbus A350,Travel Agent,1,132614.14
FL187664,EMIRATES,Frankfurt,Kolkata Airport,2025-11-10,19:00,6:32 AM,11h 33m,1,7438.5,Premium Economy,,Autumn,Monday,Airbus A380,Third-Party,2,138462.06
FL180666,Lufthansa,LHR,Doha,2026-01-26,10:15,19:26,9h 12m,1,5588.9,Premium Economy,9,Winter,Monday,Airbus A320,Third-Party,1,106909.94
FL115362,SINGAPORE AIRLINES,Bangkok,Sydney,2026-08-16,09:50,20:31,10h 42m,non-stop,7952.3,Economy,3,Monsoon,Sunday,Airbus A320,Mobile App,2,174259.79
FL126372,Emirates,Hyderabad Airport,,2025-12-01,4:40 PM,8:58 PM,4h 18m,non-stop,2964.5,Economy,24,Winter,Monday,Airbus A350,Travel Agent,1,35060.83
FL102406,Etihad Airways,Singapore,DOH,2025-09-04,9:20 AM,,10h 40m,1 stop,6646.6,Economy,1,Monsoon,Thursday,Airbus A350,Third-Party,1,99977.5
FL124666,Air India,New York,Delhi,2025-09-23,10:00 AM,03:44,17h 44m,,12139.7,First,28,Monsoon,Tuesday,Boeing 787 Dreamliner,Website,1,200000
FL189787,QATAR AIRWAYS,BKK,Delhi,2026-09-13,2:20 AM,,7.19,2 stops,2995.9,Economy,31,Monsoon,Sunday,Airbus A320,Mobile App,1,22276.23
FL178245,Emirates,Dubai,London,,10:35,18:18,7h 44m,non-stop,5635.9,Economy,8,Winter,Thursday,Boeing 777,Mobile App,2,83669.57
FL107223,Indigo,PNQ,Bangalore Airport,2025-08-31,18:55,20:22,1h 28m,non-stop,,Economy,50,Monsoon,Sunday,Airbus A321,Travel Agent,2,2331.92
FL167926,Etihad Airways,London,Hyderabad Airport,2026-11-30,07:05,19:48,12h 43m,1,8225.2,Economy,26,Autumn,Monday,Airbus A350,Third-Party,1,93860.99
FL138106,Etihad Airways,Sydney,Goa,2025-08-04,8:05 PM,11:15,15h 11m,1,,Economy,10,Monsoon,Monday,Airbus A320,Mobile App,3,81277.38
FL102190,Emirates,Chennai,Frankfurt,2026-07-19,2:05 AM,12:43,10.64,non-stop,7906.5,,,Monsoon,Sunday,Airbus A320,Website,3,97983.36
FL101995,,FRA,Bangalore,2025-07-19,10:25 PM,9:09 AM,10.74,0,7987.1,Economy,10,Monsoon,Saturday,Airbus A320,Third-Party,1,133499.83
FL197835,Emirates,Singapore,JAI,2026-10-16,21:25,5:14 AM,7.83,1 stop,4423.5,Economy,8,Autumn,Friday,Boeing 787 Dreamliner,Travel Agent,2,43329.05
FL185716,Qatar Airways,Sydney,Chennai,2025-02-09,9:40 PM,12:08 PM,869 min,1,9513.9,Economy,43,Winter,Sunday,Airbus A380,Mobile App,2,69762.93
FL135882,Singapore Airlines,Bangkok,DOH,2026-07-18,16:30,00:00,7h 31m,non-stop,5469.2,Economy,7,,Saturday,Boeing 787 Dreamliner,Mobile App,2,70957.59
FL175042,British Airways,Delhi Airport,Dubai,2025-12-18,4:00 PM,9:15 PM,5h 15m,1 stop,2344.0,Economy,1,Winter,Thursday,Boeing 787 Dreamliner,Website,,41101.89
FL162157,Qatar Airways,DXB,Doha,2025-01-19,20:00,10:36 PM,2h 36m,1 stop,387.0,Economy,13 days,Winter,Sunday,Boeing 777,Travel Agent,1,15000
FL152730,British Airways,Sydney,Goa,2025-11-03,10:35 AM,1:28 AM,894 min,1,10147.4,Economy,13,Autumn,Monday,,Website,1,127475.58
FL186584,Emirates,FRA,Bangkok Airport,2026-04-11,00:40,2:35 PM,13.93,1 stop,9498.3,Premium Economy,5,Summer,Saturday,Airbus A380,Travel Agent,1,200000
FL100388,Vistara,,Delhi,2025-06-15,11:40 PM,1:50 AM,2h 11m,non-stop,1310.1,Economy,14,Monsoon,Sunday,Airbus A320,Website,1,
FL106703,Vistara,Mumbai,Singapore,2026-01-27,09:50,3:32 PM,343 min,0,4063.3,Premium Economy,12,Winter,Tuesday,Boeing 787 Dreamliner,Website,1,52833.42
FL155560,Indigo,BOM,Chennai Airport,2026-04-08,07:40,9:35 AM,1.92,non-stop,1110.6,Economy,37,Summer,Wednesday,Airbus A321,Website,1,4653.56
FL169772,Vistara,Pune,Mumbai Airport,2026-09-11,,09:58,1h 58m,,150,Economy,2,Monsoon,Friday,Boeing 737,Airport Counter,2,2000
FL197616,Emirates,Sydney,Singapore Airport,2026-12-07,12:40 PM,10:32 PM,9h 53m,1,6514.7,Economy,11,Winter,Monday,Boeing 777,Website,1,74480.04
FL184527,Vistara,Sydney,Chennai,2025-07-07,12:55 AM,3:35 PM,14h 41m,2,9419.6,Economy,25,Monsoon,Monday,Airbus A380,Travel Agent,3,67313.04
FL193069,Singapore Airlines,Sydney,Kolkata,,10:05 PM,13:05,15h 01m,2 stops,9705.0,Economy,57,Summer,Friday,Boeing 787 Dreamliner,Mobile App,4,86161.33
FL149086,Emirates,Frankfurt,Jaipur,2026-08-15,7:30 PM,4:07 AM,8.62,0,6332.9,Business,,Monsoon,Saturday,Airbus A350,Website,1,200000
FL196725,Emirates,,Sydney,2025-09-13,3:00 AM,17:44,885 min,non-stop,11114.6,Economy,1,Monsoon,Saturday,Boeing 777,Mobile App,1,189400.04
FL195658,Air India,Sydney,,2025-11-05,03:30,22:06,18h 36m,1 stop,12771.9,First,14,Autumn,Wednesday,Boeing 777,Travel Agent,1,200000
FL147624,Qatar Airways,Singapore,Dubai,2026-01-13,6:55 PM,4:18 AM,,1,6026.7,Premium Economy,0,Winter,Tuesday,Airbus A320,Travel Agent,2,148120.36
FL130704,Indigo,Kolkata,Jaipur,2025-08-17,17:55,9:40 PM,3h 45m,1,1453.3,Economy,13,Monsoon,Sunday,Boeing 737,Website,1,6744.72
FL122770,Singapore Airlines,Mumbai,,2025-09-28,21:40,3:04 AM,5h 24m,1 stop,3020.8,Business,,Monsoon,Sunday,Airbus A380,Airport Counter,1,73627.41
FL112625,Singapore Airlines,Ahmedabad,BKK,2026-04-20,4:55 AM,11:40,6h 45m,2,3174.2,Economy,2,Summer,Monday,Airbus A350,Mobile App,3,43983.0
FL156827,British Airways,Sydney,Hyderabad,2025-07-26,,5:28 AM,14h 08m,1,9734.8,Business,35,Monsoon,Saturday,Airbus A320,Mobile App,1,200000
FL128871,Air India,Doha,Chennai,2025-09-16,,4:06 PM,8h 36m,2 stops,3529.4,Business,0,Monsoon,Tuesday,Airbus A320,Mobile App,2,102778.8
FL102169,SpiceJet,Mumbai Airport,Jaipur Airport,2025-06-09,15:40,17:23,1.72,non-stop,952.6,Economy,18,Monsoon,Monday,Airbus A320,Third-Party,2,"Rs. 5,736.34"
FL126651,VISTARA,New York,Jaipur,2025-05-03,21:10,2:48 PM,17.64,1 stop,12454.4,Economy,0,Summer,Saturday,Airbus A320,Third-Party,3,200000
FL111489,SpiceJet,Chennai Airport,CCU,2026-12-09,12:45 PM,3:06 PM,2h 21m,0,1449.4,Economy,11,Winter,Wednesday,Airbus A320,Website,1,11032.97
FL188837,thai airways,Goa,New York,2026-06-18,4:35 AM,01:55,21h 21m,2,13831.1,Economy,0,Monsoon,Thursday,Boeing 787 Dreamliner,Airport Counter,3,200000
FL193460,SpiceJet,Pune,Mumbai,2026-11-21,18:50,20:33,1h 43m,1 stop,150,Business,55,Autumn,Saturday,Airbus A320,Mobile App,1,2099.78
FL136363,Etihad Airways,,Dubai,2026-08-29,10:10 PM,06:38,8h 28m,1 stop,5268.3,Economy,8,Monsoon,Saturday,Airbus A350,Third-Party,1,68770.81
FL103672,Emirates,Kolkata,Sydney,2025-07-25,,12:31,14.69,1,9770.9,Business,16,Monsoon,Friday,Boeing 787 Dreamliner,Travel Agent,1,200000
FL188767,Emirates,Singapore,Chennai Airport,2026-04-09,20:20,2:21 AM,6h 02m,1,2932.6,Economy,60,Summer,Thursday,Boeing 777,Mobile App,2,26542.9
FL145367,Qatar Airways,SIN,Mumbai Airport,2026-07-03,11:25 PM,06:45,7h 21m,1,4083.6,Economy,40,Monsoon,Friday,Boeing 787 Dreamliner,Mobile App,3,32363.95
FL110176,,Jaipur,,2026-02-11,14:05,18:40,4h 35m,0,3188.4,Economy,8,Winter,Wednesday,Airbus A380,Third-Party,1,53976.46
FL111328,singapore airlines,New York,Mumbai Airport,2025-09-26,08:30,01:53,17h 24m,,13181.2,Economy,7,Monsoon,Friday,Boeing 787 Dreamliner,Mobile App,1,200000
FL126713,Vistara,Delhi,Kolkata,2026-03-10,09:05,11:16 AM,132 min,0,1320.3,Economy,21,Summer,Tuesday,Boeing 737,Airport Counter,1,8551.75
FL178982,Singapore Airlines,Sydney,Doha,2026-06-12,23:55,6:38 PM,18h 44m,1 stop,13130.8,Premium Economy,8,Monsoon,Friday,Airbus A380,Website,3,168358.06
FL122791,British Airways,Sydney,London Airport,2026-11-17,06:45,05:04,22h 19m,non-stop,17021.9,Economy,39,,Tuesday,Boeing 787 Dreamliner,Mobile App,1,117231.77
FL122936,SpiceJet,,Ahmedabad,2025-04-13,23:20,1:35 AM,2h 16m,0,1376.6,Economy,3,Summer,Sunday,Airbus A321,Third-Party,4,9080.41
FL164068,Qatar Airways,Bangkok,Hyderabad,2026-08-11,7:10 PM,10:46 PM,3h 36m,non-stop,2419.7,First,10,Monsoon,Tuesday,Airbus A320,Website,1,137813.78
FL188063,SpiceJet,DEL,Chennai Airport,2026-08-04,22:55,01:43,2h 49m,0,1805.6,Economy,,Monsoon,Tuesday,ATR 72,Website,5,"Rs. 8,290.48"
FL183249,Vistara,Singapore,Mumbai Airport,2026-08-01,5:15 PM,00:05,6h 51m,,4036.9,Economy,19,Monsoon,Saturday,Boeing 777,Website,1,25888.61
FL151423,Etihad Airways,Mumbai Airport,Doha,2026-08-24,11:20,2:48 PM,3h 28m,0,2317.6,Premium Economy,2,Monsoon,Monday,Boeing 787 Dreamliner,Website,4,52586.73
FL111257,Lufthansa,FRA,Chennai,2026-07-01,23:45,10:19 AM,10h 35m,0,7858.9,Economy,1 days,Monsoon,Wednesday,Boeing 787 Dreamliner,Website,2,132244.26
FL146125,Qatar Airways,Doha,Mumbai,2025-01-07,10:35 PM,03:55,5.34,1,2457.8,Economy,31,Winter,Tuesday,,,3,23887.21
FL119242,GoFirst,Bangalore,Pune,2025-06-05,05:25,06:55,1h 30m,non-stop,785.4,Economy,,Monsoon,Thursday,Airbus A320,Travel Agent,2,4329.83
FL151486,gofirst,Jaipur Airport,Goa,2026-02-25,3:05 PM,17:18,2h 14m,non-stop,1346.5,Economy,1,Winter,Wednesday,Airbus A321,Travel Agent,1,11707.0
FL150319,BRITISH AIRWAYS,Bangkok,PNQ,,9:20 AM,14:35,5.27,1 stop,2894.4,Premium Economy,169,Autumn,,Airbus A380,Third-Party,1,33474.45
FL143883,Emirates,Sydney,Jaipur,2026-07-11,20:55,12:24,,1,10842.8,Economy,99,Monsoon,Saturday,Boeing 787 Dreamliner,Website,2,73601.17
FL109898,Singapore Airlines,Hyderabad,New York,2026-01-09,04:35,11:59 PM,19h 25m,1 stop,13419.0,Economy,43,,Friday,Boeing 787 Dreamliner,Mobile App,1,121481.92
FL170690,Lufthansa,Delhi,Frankfurt,2026-07-08,6:20 AM,2:54 PM,8h 34m,non-stop,6292.3,Economy,43,Monsoon,Wednesday,Airbus A350,Third-Party,1,62787.0
FL197074,Emirates,BLR,Sydney,2025-10-10,3:25 AM,,15h 05m,2,9759.6,Economy,33,Autumn,Friday,Airbus A350,Travel Agent,6,79285.15
FL165712,Indigo,HYD,Ahmedabad,2026-10-22,,17:40,1h 40m,0,916.3,,1,Autumn,Thursday,Airbus A320,Website,3,443.98
FL180835,Qatar Airways,Dubai,HYD,2026-03-22,2:50 PM,18:43,3h 54m,non-stop,2645.7 km,Economy,30,Summer,Sunday,Airbus A320,Travel Agent,1,
FL169873,Etihad Airways,,,2026-04-02,22:25,6:29 AM,8h 05m,2,3167.9,First,0,Summer,Thursday,Boeing 777,Mobile App,1,140646.3
FL123524,Emirates,,London,2025-05-09,00:55,02:17,82 min,0,679.2,Economy,1,Summer,Friday,Airbus A380,Travel Agent,1,
FL186962,Singapore Airlines,Bangkok,Mumbai,2026-08-23,11:40 PM,5:14 AM,5h 34m,,3132.7,Economy,165,Monsoon,Sunday,Boeing 787 Dreamliner,Mobile App,2,
FL122901,Air India,AMD,BOM,,12:15 AM,01:20,1h 05m,0,460.6,Economy,13,Summer,Sunday,Boeing 737,Travel Agent,1,3193.46
FL133964,qatar airways,Goa Airport,SYD,2026-10-15,06:35,20:13,13h 38m,,10247.2,Economy,165,Autumn,Thursday,Airbus A320,,1,99384.43
FL114083,British Airways,SIN,Bangalore,2025-09-14,03:25,9:28 AM,6h 04m,1 stop,3282.9,Economy,,Monsoon,Sunday,Airbus A320,Website,1,28251.84
FL163533,Singapore Airlines,Doha,Pune,2026-05-04,3:40 PM,7:20 PM,3h 40m,0,2470.6,Economy,158,Summer,,Boeing 777,Mobile App,1,29460.42
FL195924,Thai Airways,LHR,Dubai,2026-11-16,4:35 PM,1:42 AM,9.12,1 stop,,Premium Economy,,Autumn,Monday,Boeing 787 Dreamliner,Third-Party,one,105189.84
FL134877,Qatar Airways,Doha,Singapore,2025-02-26,3:00 AM,,11h 35m,2 stops,6212.6,Business,4,Winter,Wednesday,Airbus A350,Mobile App,2,200000
FL140701,Qatar Airways,Pune,Sydney,2026-12-13,10:55,12:26 AM,13h 32m,0,10160.2,Economy,158,Winter,Sunday,Airbus A380,Mobile App,1,128396.08
FL102529,Vistara,Goa,BOM,2026-05-03,22:15,11:19 PM,1h 05m,0,448.6,Economy,33,Summer,Sunday,ATR 72,Website,2,3881.06
FL149270,GoFirst,Jaipur,Pune,2025-12-21,12:05,1:52 PM,1h 48m,0,1013.9 km,Economy,67,Winter,Sunday,ATR 72,Mobile App,2,5636.07
FL100371,Etihad Airways,Bangalore Airport,SYD,,11:10 AM,3:43 AM,16h 33m,2,9933.8,Premium Economy,18,Monsoon,Wednesday,Boeing 787 Dreamliner,Travel Agent,3,131620.37
FL151998,Air India,BLR,New York Airport,2025-08-02,12:05 PM,07:42,19h 38m,1,13846.8,,8,Monsoon,Saturday,Airbus A380,Mobile App,5,112122.28
FL156970,GoFirst,Goa,Pune,2026-09-10,15:15,16:13,0h 58m,0,367.0,Economy,14,Monsoon,Thursday,Airbus A321,Website,2,2000
FL129361,Vistara,New York Airport,Dubai,2025-06-30,2:15 PM,6:26 AM,16h 11m,1 stop,11121.4,Premium Economy,1,Monsoon,Monday,Boeing 787 Dreamliner,Mobile App,4,
FL173523,Emirates,Kolkata,Frankfurt,2026-03-15,2:30 PM,02:24,11h 54m,1,7557.3,Economy,15,Summer,Sunday,Boeing 787 Dreamliner,Mobile App,4,66138.39
FL117757,Lufthansa,Doha Airport,Ahmedabad,2025-12-21,8:55 AM,12:10 PM,3h 16m,0,2156.3,Economy,11,Winter,Sunday,Airbus A350,Website,2,30086.73
FL108731,Etihad Airways,Jaipur,Bangkok,2026-08-25,03:15,08:56,5h 41m,1,3174.8,First,31,Monsoon,Tuesday,Airbus A380,Website,,109384.08
FL197630,Indigo,Chennai,DEL,2026-10-09,4:00 PM,7:55 PM,3h 55m,1,1804.8,Economy,6,Autumn,Friday,Airbus A321,Mobile App,1,8029.93
FL159051,Singapore Airlines,Doha,Bangkok Airport,2026-06-19,16:35,23:51,7.28,non-stop,5289.8,Economy,45,Monsoon,Friday,Airbus A380,Website,1,
FL153652,Thai Airways,BLR,Doha,2026-02-07,15:55,20:31,4h 37m,,,Economy,8,Winter,Saturday,Airbus A350,Mobile App,1,44078.62
FL128963,British Airways,Sydney,London,2025-04-24,3:35 AM,4:39 AM,1504 min,1,17824.9,Economy,17,Summer,Thursday,Airbus A350,Website,3,200000
FL120973,British Airways,Bangalore,,2025-01-08,21:20,,12h 06m,,7902.1,Premium Economy,123,Winter,Wednesday,Airbus A350,Website,1,78047.04
FL174092,air india,Goa,Jaipur,2025-04-10,07:10,09:22,2.21,0,1332.8,Economy,,Summer,Thursday,Airbus A321,Travel Agent,3,10462.7
FL172326,GoFirst,GOI,Delhi,2025-04-03,15:45,18:18,2h 34m,non-stop,1608.7,Premium Economy,82,Summer,Thursday,Boeing 737,Website,2,7802.46
FL195238,SpiceJet,PNQ,Kolkata,2025-12-22,09:40,13:51,251 min,1 stop,1674.1,Economy,26,Winter,Monday,Airbus A321,Website,3,8001.85
FL174911,Indigo,BOM,Goa,2026-03-24,2:20 AM,05:00,2h 40m,,445.0,Premium Economy,32,Summer,Tuesday,Airbus A321,Third-Party,1,2986.31
FL129488,Air India,Hyderabad,GOI,,07:25,8:39 AM,74 min,non-stop,578.2,Economy,13 days,Summer,Saturday,Airbus A321,Mobile App,2,3409.96
FL122079,Thai Airways,Mumbai,Doha,2025-07-19,13:40,18:32,,1 stop,2455.3,Premium Economy,4,,Saturday,Airbus A350,Website,2,36891.97
FL152423,GOFIRST,,Chennai,2025-05-26,15:15,16:58,1h 44m,,961.0,Economy,74,Summer,,Airbus A321,Travel Agent,2,4792.48
FL109035,Etihad Airways,Goa,London Airport,2025-06-01,8:15 AM,20:14,11.99,1,7857.1,,7,Monsoon,Sunday,,,4,123340.89
FL185037,Emirates,New York,Hyderabad,2025-01-13,09:20,03:39,18h 19m,1,13047.3,Business,17,Winter,Monday,Airbus A350,Website,2,200000
FL111113,Vistara,Sydney,Frankfurt,2026-06-06,06:20,06:45,1466 min,1,17707.8,Economy,14,Monsoon,Saturday,Airbus A350,Travel Agent,1,189227.32
FL135827,Qatar Airways,New York Airport,Singapore,2025-01-21,5:00 PM,13:24,20h 25m,0,15533.4,Economy,26,Winter,Tuesday,Boeing 787 Dreamliner,Website,2,130120.01
FL138734,Thai Airways,Dubai,HYD,2026-09-17,05:05,8:54 AM,3h 50m,0,2596.6,Economy,1,Monsoon,Thursday,Airbus A320,Website,2,42243.25
FL188174,,Pune,Bangalore,2025-12-05,06:15,07:44,1h 30m,0,774.8,Economy,1,Winter,Friday,,Third-Party,4,5833.96
FL109718,Lufthansa,Dubai,FRA,2026-11-10,07:15,15:09,7h 55m,1 stop,4844.7,Economy,12,,Tuesday,Airbus A320,Website,1,43068.14
